Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,CarbonEmission
underweight,male,pescatarian,daily,coal,walk/bicycle,,226,very frequently,26,extra large,7,20,47,9,3678
overweight,male,omnivore,less frequently,coal,private,lpg,105,very frequently,7367,extra large,6,14,37,3,5696
normal,male,pescatarian,twice a day,electricity,public,,147,never,52,small,1,21,5,9,495
normal,female,omnivore,less frequently,coal,walk/bicycle,,152,very frequently,17,small,1,11,34,15,2539
obese,male,pescatarian,daily,wood,private,lpg,295,very frequently,6738,large,4,2,43,16,6355
normal,female,vegan,more frequently,electricity,walk/bicycle,,184,frequently,42,medium,5,11,41,9,1608
underweight,female,vegetarian,less frequently,coal,walk/bicycle,,224,frequently,86,medium,3,6,11,15,1527
underweight,female,pescatarian,more frequently,natural gas,walk/bicycle,,269,very frequently,23,medium,4,22,39,7,2398
underweight,female,vegetarian,daily,natural gas,walk/bicycle,,194,very frequently,44,large,4,23,9,6,2110
overweight,female,vegetarian,more frequently,electricity,walk/bicycle,,275,rarely,68,extra large,2,2,26,13,1221
obese,female,vegetarian,daily,coal,walk/bicycle,,277,rarely,62,medium,7,8,4,23,1548
obese,female,omnivore,less frequently,electricity,walk/bicycle,,276,frequently,14,extra large,2,9,40,18,2390
underweight,female,pescatarian,less frequently,electricity,walk/bicycle,,98,rarely,18,large,4,11,23,2,1010
normal,male,pescatarian,less frequently,coal,walk/bicycle,,265,never,93,small,5,14,12,23,1558
overweight,male,pescatarian,more frequently,coal,private,petrol,164,never,5067,small,1,12,4,15,2983
underweight,male,vegan,less frequently,coal,public,,118,rarely,1034,extra large,5,17,31,16,2007
underweight,male,pescatarian,twice a day,natural gas,walk/bicycle,,104,rarely,35,medium,7,22,0,20,1212
underweight,male,pescatarian,twice a day,natural gas,private,diesel,247,never,6972,large,1,12,13,23,2632
overweight,female,pescatarian,more frequently,coal,walk/bicycle,,275,very frequently,84,small,5,18,27,16,2927
obese,female,vegan,more frequently,wood,private,diesel,274,frequently,9351,medium,3,11,3,11,3844
normal,male,vegan,more frequently,natural gas,public,,145,frequently,271,medium,7,2,18,13,1744
obese,male,vegan,daily,coal,walk/bicycle,,295,rarely,6,extra large,5,12,33,23,3079
underweight,female,omnivore,daily,electricity,public,,260,very frequently,62,small,2,17,27,2,1983
underweight,female,vegetarian,less frequently,natural gas,walk/bicycle,,287,never,24,medium,3,2,23,14,1087
normal,female,omnivore,daily,natural gas,private,lpg,61,frequently,9811,large,3,16,24,11,3898
normal,female,pescatarian,more frequently,coal,walk/bicycle,,195,rarely,76,medium,7,24,45,21,2225
obese,female,omnivore,daily,wood,public,,67,never,1154,small,6,7,10,18,880
underweight,male,pescatarian,less frequently,natural gas,public,,122,frequently,1645,small,4,20,47,22,2199
normal,male,vegan,daily,electricity,walk/bicycle,,121,never,73,small,6,11,50,5,1501
overweight,male,omnivore,more frequently,electricity,walk/bicycle,,294,never,21,extra large,5,24,47,8,2104
normal,male,vegan,twice a day,electricity,public,,243,very frequently,179,medium,5,0,31,10,2441
underweight,male,pescatarian,less frequently,coal,private,hybrid,284,never,5618,small,6,3,12,18,1758
overweight,female,omnivore,twice a day,coal,private,petrol,198,rarely,5872,large,3,21,24,7,3627
overweight,male,vegetarian,daily,natural gas,public,,208,very frequently,964,extra large,5,22,48,10,3640
obese,female,pescatarian,twice a day,natural gas,private,electric,299,frequently,1921,large,2,5,15,5,1892
normal,female,omnivore,less frequently,electricity,public,,68,rarely,1642,large,3,15,39,3,1443
underweight,male,vegetarian,twice a day,natural gas,walk/bicycle,,78,frequently,67,small,5,17,31,18,1951
normal,male,vegetarian,more frequently,natural gas,public,,242,frequently,1828,medium,7,14,0,0,2031
obese,female,vegan,more frequently,natural gas,walk/bicycle,,262,rarely,17,medium,3,7,49,4,1950
overweight,male,vegetarian,less frequently,electricity,walk/bicycle,,173,never,64,large,2,9,2,8,824
underweight,male,vegan,less frequently,electricity,walk/bicycle,,286,very frequently,45,medium,2,22,26,3,1947
normal,male,pescatarian,daily,wood,walk/bicycle,,94,very frequently,26,small,4,24,29,0,2401
underweight,female,vegan,less frequently,electricity,private,lpg,158,frequently,4730,small,4,23,19,22,2210
normal,male,vegetarian,more frequently,electricity,public,,114,never,516,medium,6,7,6,1,806
obese,male,omnivore,less frequently,electricity,private,electric,153,frequently,9149,large,5,4,23,20,2260
obese,female,vegan,daily,coal,walk/bicycle,,241,very frequently,71,large,3,21,4,1,2265
underweight,male,vegetarian,more frequently,coal,walk/bicycle,,223,very frequently,38,large,3,21,40,2,2786
underweight,female,pescatarian,twice a day,wood,private,petrol,259,rarely,3962,small,6,16,44,23,2799
underweight,female,vegan,daily,natural gas,private,petrol,181,rarely,2622,large,4,15,0,11,1782
normal,male,pescatarian,less frequently,natural gas,public,,294,very frequently,656,large,1,7,27,14,2696
obese,male,vegan,daily,natural gas,walk/bicycle,,142,rarely,67,large,1,6,44,1,1702
normal,male,pescatarian,more frequently,electricity,public,,202,never,383,extra large,4,0,5,15,1160
obese,female,vegetarian,twice a day,natural gas,public,,74,rarely,1133,extra large,1,8,9,23,1201
underweight,male,pescatarian,twice a day,wood,walk/bicycle,,296,rarely,69,small,1,2,50,7,1490
normal,female,pescatarian,daily,natural gas,walk/bicycle,,293,very frequently,48,extra large,3,19,5,18,2359
underweight,male,omnivore,more frequently,wood,walk/bicycle,,293,rarely,32,extra large,1,15,1,17,1337
normal,female,vegetarian,daily,electricity,walk/bicycle,,255,never,45,medium,2,6,41,9,1116
overweight,female,vegan,twice a day,wood,walk/bicycle,,54,rarely,88,small,3,24,9,20,867
underweight,male,omnivore,daily,wood,walk/bicycle,,153,never,94,large,7,20,36,4,1970
normal,female,vegetarian,more frequently,wood,public,,80,rarely,1102,medium,5,18,4,12,1092
normal,female,pescatarian,twice a day,electricity,public,,83,never,412,medium,6,24,33,2,1151
underweight,male,vegetarian,more frequently,electricity,public,,289,frequently,1229,medium,7,23,0,1,1461
overweight,female,vegan,twice a day,coal,private,electric,122,frequently,6933,large,7,6,42,22,2790
overweight,female,pescatarian,twice a day,natural gas,walk/bicycle,,84,very frequently,17,extra large,1,17,19,18,2314
normal,male,omnivore,less frequently,natural gas,public,,176,very frequently,335,medium,6,14,42,1,2892
overweight,female,pescatarian,twice a day,wood,public,,268,frequently,995,extra large,5,14,17,11,2220
overweight,female,omnivore,twice a day,wood,public,,248,very frequently,626,small,2,12,26,20,2380
underweight,female,pescatarian,less frequently,natural gas,walk/bicycle,,162,very frequently,50,medium,1,20,10,24,1815
obese,male,pescatarian,twice a day,electricity,walk/bicycle,,199,never,11,medium,1,15,48,10,1504
underweight,male,pescatarian,less frequently,coal,walk/bicycle,,124,never,53,large,6,13,23,4,1419
obese,female,vegan,twice a day,natural gas,public,,87,never,1527,large,2,19,33,10,1577
underweight,female,pescatarian,more frequently,natural gas,walk/bicycle,,271,rarely,60,medium,2,12,10,5,1040
overweight,female,omnivore,less frequently,electricity,walk/bicycle,,143,never,46,small,6,5,2,8,569
normal,male,pescatarian,more frequently,electricity,public,,77,never,185,large,7,1,22,13,1458
overweight,male,pescatarian,twice a day,natural gas,public,,125,very frequently,24,medium,1,15,37,17,2955
overweight,male,vegan,twice a day,natural gas,private,hybrid,82,very frequently,2314,extra large,5,13,8,17,3816
underweight,male,pescatarian,twice a day,electricity,public,,194,very frequently,1582,small,3,14,34,10,2393
obese,male,omnivore,more frequently,coal,private,lpg,276,rarely,9857,extra large,6,15,21,2,6233
obese,female,pescatarian,twice a day,coal,private,petrol,228,frequently,2799,medium,5,7,16,9,3363
overweight,male,omnivore,twice a day,electricity,public,,211,never,1006,large,2,8,42,17,1784
overweight,male,pescatarian,daily,natural gas,walk/bicycle,,227,frequently,56,large,2,15,41,11,2421
normal,female,vegetarian,more frequently,coal,walk/bicycle,,122,never,90,large,5,22,41,14,1741
underweight,female,vegetarian,twice a day,coal,private,petrol,69,very frequently,9947,medium,3,11,43,16,5557
underweight,female,pescatarian,twice a day,natural gas,public,,118,very frequently,1510,medium,3,9,31,24,2354
underweight,female,vegetarian,twice a day,coal,private,petrol,154,rarely,8270,extra large,4,10,18,8,3751
normal,male,vegetarian,more frequently,electricity,walk/bicycle,,271,very frequently,97,extra large,2,9,21,13,2492
overweight,male,omnivore,less frequently,wood,public,,216,frequently,498,large,1,10,35,16,2500
normal,male,omnivore,daily,electricity,walk/bicycle,,226,very frequently,85,small,2,1,29,24,2280
normal,male,vegetarian,more frequently,natural gas,public,,141,rarely,466,medium,2,24,13,23,1091
normal,male,omnivore,twice a day,natural gas,public,,84,never,1557,extra large,1,20,45,5,1488
normal,male,omnivore,daily,coal,walk/bicycle,,288,very frequently,43,medium,1,6,10,16,2603
underweight,female,pescatarian,more frequently,electricity,private,electric,57,very frequently,5589,medium,2,24,41,16,2056
underweight,male,omnivore,more frequently,electricity,public,,59,very frequently,98,medium,4,5,13,11,2157
normal,female,vegetarian,daily,electricity,walk/bicycle,,207,frequently,82,small,5,0,6,18,1297
normal,female,vegetarian,daily,wood,private,petrol,239,very frequently,5562,small,7,4,15,11,3969
overweight,female,vegetarian,daily,wood,public,,197,never,891,medium,7,2,18,20,1495
obese,male,omnivore,more frequently,electricity,walk/bicycle,,179,very frequently,40,medium,7,4,47,16,3543
normal,male,omnivore,daily,natural gas,public,,207,very frequently,1941,medium,5,19,7,23,2798
underweight,male,omnivore,daily,natural gas,walk/bicycle,,292,never,10,extra large,3,0,23,4,1460
underweight,male,omnivore,more frequently,coal,private,electric,210,rarely,3632,small,7,22,18,19,2014
underweight,female,pescatarian,twice a day,electricity,public,,204,never,1488,medium,1,20,2,22,596
underweight,female,pescatarian,less frequently,natural gas,walk/bicycle,,156,frequently,21,large,4,21,8,18,1486
obese,female,pescatarian,less frequently,electricity,private,hybrid,133,frequently,2991,extra large,1,10,5,6,1740
overweight,female,vegan,twice a day,electricity,public,,166,never,304,large,2,4,45,21,1078
underweight,female,omnivore,daily,electricity,walk/bicycle,,191,frequently,68,medium,3,3,6,8,1252
underweight,female,pescatarian,more frequently,wood,walk/bicycle,,126,never,99,large,1,2,35,3,972
normal,female,pescatarian,more frequently,wood,private,hybrid,247,very frequently,8099,small,1,13,0,18,2924
obese,female,vegetarian,more frequently,electricity,private,lpg,218,rarely,2683,extra large,3,3,2,4,1656
overweight,male,vegan,more frequently,natural gas,private,hybrid,104,very frequently,6802,extra large,4,5,21,22,4154
underweight,female,omnivore,less frequently,natural gas,public,,232,never,1012,large,4,24,37,0,1542
underweight,male,vegan,daily,natural gas,walk/bicycle,,219,rarely,64,small,5,9,28,11,1252
normal,male,vegetarian,daily,natural gas,public,,290,frequently,54,large,6,21,17,18,2044
obese,female,pescatarian,less frequently,coal,private,petrol,239,never,2336,small,1,20,43,16,2400
normal,female,pescatarian,more frequently,wood,private,petrol,65,never,294,small,7,12,22,18,1299
normal,male,pescatarian,daily,electricity,public,,150,rarely,1571,small,7,11,2,13,904
normal,male,pescatarian,daily,natural gas,public,,97,frequently,1076,extra large,5,11,20,15,2175
overweight,male,vegetarian,twice a day,natural gas,private,lpg,61,very frequently,768,medium,4,23,30,9,2961
overweight,female,vegetarian,daily,wood,public,,192,frequently,1773,extra large,7,5,45,22,2876
obese,male,omnivore,twice a day,coal,walk/bicycle,,90,very frequently,52,large,1,1,45,12,3343
overweight,female,vegan,more frequently,coal,public,,290,rarely,1346,extra large,1,4,7,23,1192
obese,female,vegan,daily,electricity,walk/bicycle,,242,frequently,24,small,4,11,6,12,1246
normal,female,vegan,daily,wood,walk/bicycle,,246,very frequently,39,large,3,23,33,17,2262
underweight,male,vegan,more frequently,electricity,public,,220,rarely,909,small,5,0,24,12,1340
normal,male,vegan,less frequently,wood,public,,242,never,1136,small,6,18,13,11,1143
normal,male,vegan,more frequently,natural gas,public,,76,frequently,1016,extra large,7,8,12,14,2355
overweight,male,omnivore,more frequently,natural gas,private,lpg,232,frequently,2264,small,6,5,35,23,3303
normal,male,omnivore,more frequently,wood,private,electric,118,never,4327,large,2,20,30,2,1193
overweight,male,vegetarian,daily,wood,walk/bicycle,,124,very frequently,1,extra large,7,18,7,15,3149
overweight,female,vegan,daily,coal,walk/bicycle,,160,never,6,medium,1,12,32,24,1367
obese,female,vegan,less frequently,wood,walk/bicycle,,199,never,80,extra large,4,17,16,1,1105
overweight,male,vegan,twice a day,natural gas,public,,219,frequently,38,small,5,18,7,14,1734
normal,male,vegan,twice a day,wood,private,hybrid,102,very frequently,2976,extra large,1,0,14,9,2746
obese,female,omnivore,more frequently,natural gas,public,,65,frequently,992,small,1,17,27,4,1506
overweight,female,pescatarian,daily,electricity,private,petrol,115,frequently,1807,small,4,1,6,17,1985
underweight,female,vegetarian,twice a day,wood,private,diesel,258,rarely,8358,extra large,6,24,36,13,3301
overweight,male,vegetarian,less frequently,electricity,private,electric,203,frequently,2705,extra large,2,6,41,14,2080
underweight,male,vegan,daily,electricity,private,diesel,247,very frequently,9156,medium,1,0,10,17,4232
obese,female,vegan,less frequently,coal,walk/bicycle,,61,rarely,33,large,2,5,7,23,1639
underweight,female,vegan,daily,coal,private,electric,268,never,6465,small,7,7,1,20,919
normal,female,pescatarian,twice a day,electricity,walk/bicycle,,139,never,5,medium,3,24,10,5,554
normal,female,pescatarian,less frequently,natural gas,walk/bicycle,,164,very frequently,69,medium,5,0,45,11,2692
underweight,male,vegan,less frequently,natural gas,private,diesel,58,never,9198,small,4,5,33,23,3238
obese,male,omnivore,twice a day,natural gas,walk/bicycle,,283,very frequently,77,medium,7,13,33,5,3847
normal,male,omnivore,daily,wood,private,petrol,128,very frequently,7723,large,4,23,3,0,5279
normal,female,omnivore,twice a day,natural gas,private,petrol,71,frequently,3227,medium,7,16,47,23,3122
obese,female,omnivore,more frequently,wood,private,lpg,213,very frequently,8526,extra large,6,10,23,16,5516
obese,female,vegan,twice a day,electricity,private,petrol,140,frequently,7363,large,6,0,20,7,4480
obese,male,omnivore,twice a day,wood,public,,255,very frequently,1298,large,5,5,22,9,3765
overweight,male,vegan,more frequently,natural gas,walk/bicycle,,139,rarely,17,extra large,3,3,23,9,1454
underweight,female,vegetarian,daily,wood,walk/bicycle,,135,never,68,large,1,21,6,17,705
obese,male,vegan,less frequently,electricity,private,diesel,176,rarely,5794,small,2,6,18,16,2969
underweight,female,vegan,less frequently,coal,walk/bicycle,,145,frequently,24,small,7,1,7,23,1631
normal,female,vegan,more frequently,electricity,public,,94,rarely,692,small,7,14,27,18,1263
normal,female,vegetarian,more frequently,wood,private,petrol,280,very frequently,1126,small,3,20,47,21,2803
overweight,male,vegetarian,more frequently,coal,walk/bicycle,,142,never,11,medium,7,5,10,0,1382
normal,female,pescatarian,less frequently,electricity,public,,271,rarely,1593,medium,7,20,28,21,1522
overweight,female,omnivore,twice a day,coal,walk/bicycle,,141,frequently,14,medium,2,13,26,3,1786
obese,female,omnivore,twice a day,wood,public,,134,rarely,1523,large,6,0,16,6,1644
normal,male,omnivore,daily,electricity,public,,215,never,341,large,3,11,12,4,936
underweight,male,vegan,less frequently,coal,private,petrol,69,never,11,large,6,22,3,1,1270
underweight,male,pescatarian,more frequently,coal,private,petrol,130,frequently,1616,small,2,6,11,14,2143
